translation,transliteration,charater_count
"Bēlum-bāni will swear before the šugarriā'um symbol of Aššur that Aššur-taklāku did not give him his share of 18 minas of good copper and 8 sequels of silver, that 8 sequels of silver belonged to them jointly, and they both consumed it without anything remaining.",i-ta-ma Be-lúm-ba-ni i-na šu-ga-ri-e ša A-šur i-na 18 ma-na URUDU SIG5 8 GÍN KÙ.BABBAR A-šur-ták-lá-ku ki-iš-da-tí-šu lá i-dí-nu-šu-ni 8 GÍN KÙ.BABBAR lu ša ba-ri-šu-nu-ni ki-lá-lá-an lu e-ku-lu-ni mì-ma lá i-ri-hu-ni,217
For this reason we have sent you Puzur-malasu.,Puzur4-ma-lá-sú a-šu-mì ki-a-am ni-iš-pu-ra-ku-um,49
Your servants there bring you both the palilus and the wool.,SÍG.HI.A ṣú-ha-ru-kà na-áš-ú-ni-kum <gap>,41
"""No one shall smuggle tin or cloth.",ma-ma-an AN.NA ù TÚG.HI.A ú-la ú-pá-za-ar,41
"A tablet about 10 shekels of silver of Šalim-ahum, son of Iddin-Ištar.",ṭup-pu-um ša 10 GÍN KÙ.BABBAR ša Šál-mì-hi-im DUMU I-dí-Ištar,61
"Witnessed by Šu-Laban son of Dan-ilī, by Luzina, by Ṭāb-ṣill-Aššur, by A<gap>, by Bēlānum son of Šu-Aššur.",IGI Šu-Lá-ba-an DUMU Dan-ni-lí IGI Lú-zi-na IGI DÙG-ṣí-lá-A-šur IGI A-<gap>-i IGI Be-lá-nim DUMU Šu-A-šur,105
"7 shekels of silver, the debt of<gap>, 1 1/6 shekels of silver and 1/2 <gap>as interest <gap>to Atanah we gave.",7 GÍN KÙ.BABBAR hu-bu-ul <gap><gap> 1 1/6 GÍN KÙ.BABBAR ú 1/2 GÍN ṣí-ib-ta(RA)-am i-<gap> <gap>a-na A-ta-na-ah ni-dí-in,119
"If he refuses to pay you, then let his tablet remain with you.",šu-ma lá i-ša-qá-lá-ku-nu-tí ṭup-pu-šu iš-tí-ku-nu li-ib-ší ù 10 GÍN,68
"Our time is running out; we will rise up, and I, your aunt, and the young man will come. You are my brother, do not treat me badly.",u4-mu-ni i-ma-lu-ú-ma ni-ta-bi-a-ma a-na-ku ma-ha-ta-kà ú eṭ-lu-um ni-ta-la-kam a-hi a-ta a-na ša-al-ṭim lá ta-ša-kà-na-ni,122
Buy pirikannus for the silver proceeds from the tin and let them stay put until my instructions arrive.,a-na KÙ.BABBAR ší-im AN.NA-ki-a pì-ri-kà-ni ša-ma-ma a-dí tí-ir-tí i-lá-kà-ni li-ib-ší-ú,88
"Ennam-Aššur said to Aššur-bāni son of Iduwa: ""With respect to the 18 shekels of silver that you owe to me – pay me the silver!"" Aššur-bāni answered: ""I have paid the silver to your representative and I mentioned your name.""",En-um-A-šur A-šur-ba-ni DUMU I-du-a a-na 18 GÍN KÙ.BABBAR ša i-na li-bi-kà i-šu-ú KÙ.BABBAR šu-uq-lá-am um-ma A-šur-ba-ni-ma KÙ.BABBAR a-na ša ki-ma ku-a-tí áš-qú-ul-ma šu-um-kà az-ku-ur,186
"Kulūmā'a also transported 2 minas of 16 sequels of silver—3 sequels being residues, and 1 1/2 sequels I added. All of these fabrics he sold. He said, ""I will go and settle things with him!"" There, I am under pressure from you regarding the fabrics you shared.",2 ma-na 16 GÍN KÙ.BABBAR 3 GÍN hi-lá-tum 1 1/2 GÍN a-na-ku a-dí-i-ma Ku-lu-ma-a-ma na-ší a-ni-ú-tim kà-lá-šu-nu-ma,114
We got access to these tablets in the presence of Aššur-bāni and of two licensed traders and a memorandum that he had obtained 1/2 mina of silver at the office of the kārum turned up and his representatives identified his seal.,IGI A-šùr-ba-ni ù 2 DUMU-e um-mì-a-né tup-pì ni-ip-té-ma 1 ta-ah-sí-is-tám ša 1/2 ma-na KÙ.BABBAR É kà-ri-im il5-qé-ú e-li-am ù ku-nu-ki-šu ša ki-ma šu-a-tí ú-dí-ú a-ma-lá té-er-tí-a,182
"To Ali-ahum from Aliya: I wrote you before, saying: ""As for the tablet concerning 4 minas 12 shekels of silver – you know it was given as a pledge to Šu-Aššur for 1 1/3 mi-mina 3 shekels of silver – pay the silver and then send me word so I may come.""",a-na A-lá-hi-im qí-bi-ma um-ma A-li-a-ma i-pá-ni-tí áš-pu-ra-kum um-ma a-na-ku-ma ṭup-pu-um ša 4 ma-na 12 GÍN KÙ.BABBAR a-na Šu-A-šur a-na 1 1/3 ma-na 3 GÍN KÙ.BABBAR a-na ša-pár-tim ti-di-i KÙ.BABBAR šu-qú-ul-ma ù tí-ir-ta-kà li-li-kam-ma,239
Your worker will be alive until the time of your coming.,ni-na-dí a-dí ta-lá-kà-ni ṣú-ha-ri-kà ša-lim,44
"A tablet about 12 shekels of silver of Azida, son of Šalim-Aššur.",ṭup-pu-um ša 12 GÍN KÙ.BABBAR ša A-zi-da-a DUMU Šál-ma-A-šur,60
"Thus, Ilī-ašranni and Dādīya, to Dān-Aššur and Ennam-Aššur: We examined 4 talents of tin under seals that Ennam-Aššur brought; it was 4 talents 5/6 mina 5 sequels. At 8 sequels each, makes 31 mina 14 1/3 sequels 7 1/2 grains of silver.",um-ma Ì-lí-áš-ra-ni ù Da-dí-a-ma a-na Dan-A-šur ù En-nam-A-šur qí-bi4-ma 4 GÚ AN.NA qí-bi4-ma 4 GÚ AN.NA ku-nu-ki ša En-nam-A-šur ub-lá-ni nu-sa-ni-iq-šu-ma 4 GÚ 9 5/6 ma-na 5 GÍN 8 GÍN.TA 31 ma-na 14 1/3 GÍN 7 1/2 ŠE KÙ.BABBAR-p-šu 1 me-at 9 TÚG ku-ta-nu-kà,258
"We also hear from your brother Šu-Bumbum that he speaks of the granting of gold, 1 mina or 2 minass. Let your ear be open there!",ù ša Šu-Ku-bi-im a-hi-kà ni-ša-me-ma KÙ.GI 1 ma-na ù 2 ma-na ta-da-nam e-ta-ú a-ma-kam ú-za-kà lu pá-at-a-at,108
"To Amur-Šamaš, Aššur-ṭāb and Lā-qēp from Ennam-Aššur: 22 talents of wool under my seal, 94 fleeces, 10 black donkeys and their harness – all this Šalim-wardi and Šēp-Ištar lead to you.",a-na A-mur- {d}UTU A-šùr-DÙG ù Lá-qé-pí-im qí-bi-ma um-ma En-um-A-šùr-ma 22 GÚ SÍG.HI.A ku-nu-ki-a 94 maš-ki 10 ANŠE.HI.A ṣa-lá-mì ú ú-nu-sú-nu mì-ma a-nim Ša-lim-ar-dí ù Šé-ep-Ištar i-ra-dí-ú-ni-ku-nu-tí,204
"3 textiles <gap>2 belonging to the harnessors <gap>Ali-ahum and Šēp-Ištar bring to you. My dear brothers, assist with my goods in the palace so there will be no unlawful activity and I shall not become worried.",<gap>ma 3 TÚG <gap><gap>2 ša kà-ṣa-ri <gap>A-lá-hu-um Šé-ep-Išṭar <gap>i-ra-de8-ú-ni-ku-nu-tí a-hu-a a-tù-nu i-na re-i-iš ú-nu-tí-a i-na É.GAL-lim i-zi-za-ma mì-ma ší-lu-tum lá i-ba-ší-ma li-bi4 lá i-ma-ra-aṣ,208
"I replied: ""I have appointed you as his representative."" Let news of Irma-Aššur come from there!",a-na-ku um-ma a-na-ku-ma a-na-ku ú-ša-zi-iz-kà a-ma-kam Ir-ma-A-šur i-té-er-tí-kà lu-ub-lam,91
"If you stay there until winter, let Adad-rabi give you 10 shekels of silver, then stay there! Weigh it out.",ša áš-ta-na-me-ú-ni šu-ma a-ma-kam a-na ku-ṣí-im uš-ta-ba-a {d}IM.GAL 10 GÍN KÙ.BABBAR li-dí-na-ku-nu-tí-ma ú ta-ša-ba-ma,121
The seal of Ašuwat;,KIŠIB A-šu-wa-at,16
"1/2 mina of silver for which the house is held as security 15 shekels of silver <gap>her house is held as security, the relevant tablets belong to Iliya. The merchandise of their father belongs to the two of them. With <gap>she is satisfied, <gap>she will take. A qablītu-bowl weighing 1 mina Iliya will take. The mirror and the šugarriā'um Ilabrat-bāni will take.",1/2 ma-na KÙ.BABBAR ša Ø É-tù uk-ta-lu 15 GÍN KÙ.BABBAR a-l á-<gap>É-tù-ša uk-ta-lu ṭup-pu-šu-nu a-na Ì-lí-a i-za-zu lu-qú-tum ša a-bi-šu-nu a-na ki-lá-le-šu-nu i-za-zu ID <gap>ša-bu-a-at <gap> ta-lá-qé qá-áb-li-tám ša 1 ma-na Ì-lí-a i-lá-qé mu-ša-lam ù šu-ga-ri-a-am {d}NIN.ŠUBUR-ba-ni i-lá-qé,294
"To Ali-ahum and Aššur-malik from Id-din-abum: I wrote to you with Bēlum-bāni, saying: ""Aššur-bēl-šadu'e son of Ali-ahum gave me silver for purchases in the City.""",a-na A-lá-hi-im ú A-šur-ma-lik qí-bi4-ma um-ma I-dí-a-bu-um-ma áš-pu-ra-ku-nu-tí iš-tí Be-lúm-ba-ni um-ma a-na-ku-ma A-šur-be-el-SA.TU DUMU A-lá-hi-im KÙ.BABBAR a-na A-lim{ki} a-na ší-a-ma-tim i-dí-nam,201
"To Alāhum, Ememe and Aššur-taklāku from Aššur-nādā: I hear that I have not been booked for anything in the enterprise.",a-na A-lá-hi-im E-me-ma ù A-šùr-ta-ak-lá-ku qí-bi4-ma um-ma A-šùr-na-da-ma a-ša-me-ma mì-ma i-na ILLAT-tim,106
"Seal of Aššur-dān, seal of Buzia, seal of Imdī-ilum, seal of Aššur-ṭāb. Concerning the 9 2/3 minas of refined silver which Karria gave to Aššur-nādā as an investment loan: The silver and the purchases made with it has left the City, and Aššur-ṭāb has taken his merchandise.",KIŠIB A-šùr-dan KIŠIB Bu-zi-a KIŠIB Im-dí-DINGIR KIŠIB A-šùr-DÙG ša 9 2/3 ma-na KÙ.BABBAR ša-ru-up ša Kà-ri-a a-na A-šùr-na-da a-na e-bu-ṭim i-dí-nu KÙ.BABBAR ù ší-a-ma-tí-šu iš-tù A-lim{ki} uṣ-a-ni-ma lu-qú-sú A-šùr-DÙG il5-qé,227
"From the week of the kaššum-official after Narām-Suen and Ikūnum, they will add 3 shekels for every 1 mina per month.",iš-tù ha-muš-tim ša kà-ší-im ša qá-tí Na-ra-ZU ù I-ku-nim 3 GÍN.TA i-na ITI.KAM a-na 1 ma-na-im ú-ṣú-bu,103
I have taken the sack shipments into my custody with my seal.,ku-nu-ki ša-bu-lu-tim ša na-ru-qá-tim ah-bu-ut-ma,49
Hunnia is bringing it to you.,Hu-ni-a na-áš-a-ku-um,21
"My father Aššur-rē'ī lent 5 mina of refined silver to Aššur-rē'ī, son of Idida, with interest, and put his tablet in a envelope.",5 ma-na KÙ.BABBAR ša-ru-pá-am A-šùr-SIPA a-bi a-na A-šùr-SIPA DUMU I-dí-da a-na ṣí-ib-tim i-dí-ma ṭup-pu-šu ih-ri-ma i-na,121
In accordance with the certified tablet that I hold <gap>,I-tur4-DINGIR e-tí-iq a-ma-lá ṭup-pì-im ha-ar-mì-im ša ú-kà-lu a-ma <gap>,73
Aluwa brings you every shekel of silver that I exhausted myself to make in Šalatuwar.,kà-ša-dí-im i-lu-ku KÙ.BABBAR 1 GÍN ša i-na Ša-lá-tù-ar e-du-ku-ma e-pu-šu A-lu-wa na-áš-a-kum ša ší-tí lu-qú-tí-kà,115
"My dear brother, give a pot of wheat to dispose over.",a-hi a-ta ar-ša-tim kà-ar-pá-at a-na qá-tí-im dí-in,51
"Let our messenger Ennum-Aššur bring here the document sealed with the seal of Puzur-Ištar, son of Šu-Su'en, which shows that he is responsible for the matter of the sons of Dadaya and the concubine of Dadaya, and Puzur-Ištar, son of Šu-Su'en",ṭup-pá-am ša ku-nu-uk Puzur4-Ištar DUMU Šu-Sú-en6 ša a-na a-wa-at me-er-e Da-da-a ù a-ma-at Da-da-a ma-aṣ-ú-ni a-<gap>-<gap>-lik <gap>lu <gap>-šu ù Puzur4-Ištar DUMU Šu-Sú-en6 iš-tí En-um-A-šur ší-ip-ri-ni,205
"In the presence of Ilabrat-bāni, of Ibni-ilī",IGI I-lá-áb-ra-at-ba-ni IGI Ib-ni-lí,36
"Tell Šū-Ištar and Bēlia, Pilah-Ištar says: At the beginning of my journey, in the month of Shib'um, in the year of Idī-abum, son of Narbitum, I left the tablets in the tamalakkum-vessel with my seal to Ennum-Aššur, son of Enime, and Kuzaya gave them to my representative with him<gap>",a-na Šu-Ištar ù Be-li-a qí-bi-ma um-ma Pí-la-ah-Ištar-ma i-na ba-áb um-ma Pí-la-ah-Ištar-ma i-na ba-áb ha-ra-ni-a i-na ITI.KAM Ší-ib-im li-mì-im I-dí-a-bi-im DUMU Na-ar-bi-tim tup-pé-e ha-ru-mu-tim i-na ta-ma-lá-ki-im ku-nu-ki-a a-na En-um-A-šùr DUMU E-ni-me-a e-zi-ib-ma Ku-za-a iš-tí-šu a-na ša-zu-úz-tí-a ú <gap> ša ri zu <gap>,330
<gap> talents of tin under your seal <gap>On the journey Ali-ahum settled accounts with me and with my father's representatives and <gap>the expenses of the caravan <gap>and repairs <gap>,<gap>GÚ AN.NA ku-nu-ki-kà <gap> i-na ha-ra-nim A-la-hu-um <gap> ni-kà-sí iš-tí-a ù iš-tí ša ki-ma a-bi-a A-lá-hu-um i-sí-ma <gap> gam-ra-am ša ha-ra-nim ša <gap>ù ta-ak-ší-ir-tám <gap> <gap>,190
"Šu-Ištar represented Ištar-lamassī. Witnessed by Bēlum-bāni son of Aššur-bēl-awātim, by Damiq-pī-Aššur son of Warad-ilīšu, by Lā-qēpum son of Puzur-šadū'e.",Šu-Ištar ki-ma Ištar-lá-ma-sí i-zi-iz IGI Be-lúm-ba-ni DUMU A-šur-be-el-a-wa-tim IGI SIG5-pí-A-šur DUMU Wa-ar-dí-li-šu IGI Lá-qé-pí-im DUMU Puzur4-SÁ.TU,152
"From our father's silver that is there, send me ten minas of silver each; then I will make purchases and go there to stand and sit at your head. I will not stay here.",i-KÙ.BABBAR ša a-bi4-ni ša a-ma-kam i-ba-ší-ú 10 ma-na.TA KÙ.BABBAR šé-bi4-lá-nim-ma ší-ma-am lá-áš-a-ma a-mì-ša-am lu-ṣa-ma i-na re-ší-ku-nu lá-zi-iz lu wa-áš-ba-ku a-na-ku a-na-kam lá a-sà-hu-ur be-lu-a a-tù-nu,212
I gave you <gap> minas as <gap> shekels of silver for two checks.,tù-ra-dí ù ší-ni-šu <gap>-ni-na ša sí-ni-qí-tim ki-ma <gap> GÍN KÙ.BABBAR a-dí-na-ku-um i-na,92
"You are my brother, you are my lord. Be careful that the silver reaches Asur, to me.",a-hi a-ta be-li a-ta i-hi-id-ma KÙ.BABBAR a-na alim{ki} li-ik-šu-da-ni ú am-tí,78
"Here we gave him 10 mina of silver as a debt to Abuṭṭum. And also, in Bēt ālim, I was recorded by his guarantors as 12 mina of silver.",Šu-Ku-bu-um me-et a-na-kam KÙ.BABBAR 10 ma-na e-bu-tí ni-dí-šu-um ù a-ha-ma 12 ma-na KÙ.BABBAR É A-lim{ki} qá-ta-tí-šu al-ta-pá-at,130
Examine my promissory note and pay me the money and its interest in full.,al-qí ṭup-pì am-ra-ma KÙ.BABBAR ù ṣí-ba-sú ša-bi4-a-šu-ma ṭup-pì šé-ṣí-a-ma,75
Buzutaya has received 14 minas of refined silver from the proceeds of Ušinalam's wool.,14 ma-na KÙ.BABBAR ṣa-ru-pá-am i-na ší-im SÍG.HI.A ša Ú-ší-na-lam Bu-zu-ta-a,76
Aššur-imittī has 1/2 mina of purified silver of Aššur-emūqī on him.,1/2 ma-na KÙ.BABBAR ṣa-ru-pá-am i-na ṣé-er A-šùr-i-mì-tí A-šùr-e-mu-qí i-šu iš-tí KÙ.BABBAR,91
I am engaged in a conflict with him.,iš-tí-šu na-aṣ-bu-tá-ku,23
I paid 1 mina for the paddock.,1 ma-na a-na iš-pá-da-li áš-qúl,31
"The seal of Ali-abum, son of Idī-Suen, the seal of Puzur-Aššur, son of Suen-nādā, the seal of Šū-Adad, the seal of Puzur-Aššur, son of Butkum, the seal of Idī-Suen.",KIŠIB A-á-bi-im DUMU I-dí-Sú-en6 KIŠIB Puzur4-A-šur DUMU Sú-en6-na-da KIŠIB Šu-da-ad KIŠIB Puzur4-A-šur DUMU Bu-ut-ki-im KIŠIB I-dí-Sú-en6,138
"In the presence of Šū-Išhara, son of Abarsisum, of Suettaya, son of Šū-Kūbum, of Abu-šalim, son of Lā-qēpum.",IGI Šu-Iš-ha-ra DUMU A-bar-sí-si-im IGI Sú-e-ta-a DUMU Šu-Ku-bí-im IGI A-bu-ša-lim DUMU Lá-qé-pí-im,99
"The year of Buzutaya, the month of Qaratum.",ITI.KAM Qá-ra-a-tum li-mu-um Bu-zu-ta-a,39
"If he gave you, then give me the silver; if not, do not give it to me.""",šu-ma i-dí-na-ku-um KÙ.BABBAR dí-nam šu-ma lá ki-a-am lá ta-<gap>,65
The seal of Labarša.,KIŠIB Lá-bar-ša,15
"In the presence of Ṭāb-ṣilli-Aššur, in the presence of Adad-ṣulūlī, Aduda and Idī-abum are our partners.",IGI {d}IM-šú-lu-li A-du-da ù I-dí-a-bu-um tap-pá-ú-ni,53
"On 1/3 minas silver, which Šu-Kūbum paid to the people of Māma for the slave Iddin-Šamaš before the Kārum Kaniš -Ištar-pilah then went and gave him back the silver in Turhumit-,",a-na 1/3 ma-na KÙ.BABBAR ša Šu-Ku-bu-um a-na ma-a-ma-i-e a-šu-mì ÌR I-dí-{d}UTU IGI kà-ri-im Kà-ni-iš iš-qú-lu-ma Ištar-pí-lá-ah i-li-ku-ma i-Tur4-hu-mì-it KÙ.BABBAR-áp-šu ú-ta-e-ra-šu-ni,187
let your message come to me with the first one who arrives and inform me!,té-er-ta-kà iš-tí ba-tí-qí-im pá-ni-i-ma li-li-kam-ma ú-zni pì-tí,65
"You are my brothers, so pay attention and have the money weighed out and gain my pleasure.",a-hu-a a-tù-nu ih-da-ma KÙ.BABBAR ša-áš-qí-lá-šu gí5-im-lá-ni,61
"Before Shalim-Ishtar, before Ennum-Aššur, before Aššur-malik.",IGI Ša-lim-Ištar IGI En-um-A-šur IGI A-šur-ma-lik,49
You sold 30 minas of tin and that is with Pilah-Ištar.,30 ma-na AN.NA ta-dí-na-ma iš-tí Pí-lá-ah-Ištar i-ba-ší,55
They will pay the barley at harvest time.,ú-ṭá-tám i-na e-bu-ri-im i-du-nu,32
<gap>copper <gap>26 minas of silver <gap>,<gap>URUDU <gap>26 ma-na KÙ.BABBAR <gap>tí <gap>ma <gap>šu-ma a <gap>ma-nim <gap>a dí šu KÙ.BABBAR ma <gap><gap> tup-pí-im ú lá <gap>,133
"If he has not paid, he shall pay 1 1/2 silvers per month per minas in interest. Iddin-Šamaš, son of Dalaš, is surety. Before Amur-Aššur, before Kurara.",i-ša-qal šu-ma lá iš-qúl 1 1/2 GÍN.TA i-na ITU.1.KAM a-na 1 ma-na-im ú-ṣa-áb I-dí-{d}UTU DUMU Da-lá-áš qá-ta-tum IGI A-mur-A-šùr IGI Ku-ra-ra,141
Yet I consider you a brother and friend<gap>,ki-ma a-hi-im ú eb-ri-im a-da-ga-al-kà <gap>ù ú-ṣa-ma-<gap>a-ta li-lu-tí <gap>té-pu-uš a-hi a-ta,96
1 mina of refined silver is owed by Šu-Ištar son of Šukkutum. 1/3 mina of refined silver is owed by Ennam-Adad son of Aššur-malik.,1 ma-na KÙ.BABBAR ṣa-ru-pá-am KI Šu-Ištar DUMU Šu-ki-tim 1/3 ma-na KÙ.BABBAR ṣa-ru-pá-am KI En-um- {d}IM,104
"All the goods that the merchant's representatives bought and that you intend to bring: you, my brother, if you are able to make the journey, bring the goods yourself.",ma-lá lu-qú-tám ša ki-ma DAM.QAR iš-ú-mu-ni-ma ta-ra-de8-a-ni a-hi a-ta šu-ma a-ta ha-ra-kà lu-qú-tám a-ta-ma ri-id-a-ší šu-ma,126
"To Aššur-ṭab from Tahašaili: I gave 5 talents and 10 minas of refined copper to Ali-ahum, son of Manua, and he brought it into Purušhaddum. Because there is a blockade over here, he went from Ulama to Kaneš, and <gap> ",a-na A-šùr-DÙG qí-bi4-ma um-ma Ta-ha-ša-li 5 GÚ 10 ma-na URUDU ma-sí-am a-na A-lá-hi-im DUMU Ma-nu-a a-dí-in-ma a-na Pu-ru-uš-ha-dim ú-šé-ri-ib a-na-kam ki-ma sú-ku-ur-tù-ni iš-tù Ú-lá-ma a-na Kà-ni-iš{ki} i-tal-kam-ma <gap>,224
"Pilah-Ištar said: Give me your share of silver, <gap>+1 1/3 shekel.",i-ša-qal um-ma Pí-lá-ah-Ištar-ma <gap>+1 1/3 GÍN KÙ.BABBAR qá-tám ša li-bi4-kà dí-nam um-ma A-gi-a-ma,101
"Regarding the debt of Amur-Ištar: Idī-abum sealed it in place of his father, Amur-Ištar.",DUMU A-mur-Ištar ša hu-bu-ul A-mur-Ištar I-dí-a-bu-um ki-ma A-mur-Ištar a-bi-šu ik-nu-uk,88
"""I am on my way to the City."" Because of Puzur-Aššur's message you are not to enter the house, and do not try to sell the textiles all over the place.",ha-ra-ni a-na A-lim{ki} a-šu-mì tí-ir-tim ša Puzur4-A-šùr lá té-ra-áb-ma TÚG.HI.A lá ta-ta-na-dí-in,99
"Between you, when I arrive and consider the case, it must not be overturned for me.",lu ṣa-áb-ta-am a-ba-ri-ku-nu i-na e-ra-bi4-a a-wa-tí i-na a-ma-ri-a e i-ba-al-ku-ta-a-nim,89
Our father's agents and we knew how these goods - that you yourself brought up here - that these goods were cleared in their house.,ma-lá lu-qú-tum a-ni-tám ša a-ta tù-šé-li-a-ni-ma lu-qú-tum ší-it i-na É-šu-nu iz-ku-a-ni li-bi ša-zu-úz-tí a-bi-ni ù li-bi-ni i-de8,132
"If anyone claims a right from Peruwa for the water source, Walhišna will settle the matter.",šu-ma a-šu-mì me e-nim a-na Pè-ru-wa ma-ma-an i-tù-wa-ar Wa-al-hi-iš-na ú-ba-ab-šu,82
When I travelled to Timelkiya to meet up with the goods: a third mina of silver for sundries. Ten shekels of silver for lodgings: five shekels of silver for lodgings in Šalahšuwa and five shekels of silver for lodgings in Hurama. 6 shekels of silver for the official in Hurama — he fooled me out of half a shekel of silver.,i-nu-mì a-na Tí-me-el-ki-a a-ṣé-er lu-qú-tim e-tí-qú 1/3 ma-na KÙ.BABBAR a-sà-he-er-tim 10 GÍN KÙ.BABBAR a-É ub-ri 5 GÍN KÙ.BABBAR É wa-áb-ri i-na Ša-lá-ah-šu-a 5 GÍN KÙ.BABBAR É ub-ri i-Hu-ra-ma 6 GÍN KÙ.BABBAR a-na kà-ší-im i-Hu-ra-ma 1/2 GÍN KÙ.BABBAR ú-qá-li-lá-ni,268
"Ennam-Aššur son of Suen-nādā has received 13 minas of refined silver, and Suen-nādā his son has received 5 1/3 minas of refined silver from the proceeds of Ušinalam's wool.",13 ma-na KÙ.BABBAR ṣa-ru-pá-am En-um-A-šùr DUMU Sú-in-na-da 5 1/3 ma-na KÙ.BABBAR ṣa-ru-pá-am Sú-in-na-da me-ra-šu il5-qé-ú i-na ší-im <gap> <gap> <gap>,152
"<gap>we will buy from your silver, first of all, either tin or cloths, and Šamaš-tappaī will send it to you and pay your agent in Kaneš.",KÙ.BABBAR-áp <gap> hu <gap>i-na pá-nim-ma a-ší-tí KÙ-pì-kà lu AN.NA lu šú-ba-tí ni-ša-am-ma {d}UTU-tap-pá-i i-ra-dí-a-kum ù a-na Kà-né-eš a-ša ki-ma ku-a-tí i-ša-qal,165
"18 kutānum fabrics, of which <gap> kusītum fabrics, 4 Akkadian children's dresses, 3 veils, 5 scarves,",18 TÚG.-HI.A ku-ta-nu ŠÀ.BA <gap> TÚG ku-sí-a-tum 4 TÚG ša ṣú-úh-ri-im ša a-ki-dí-im 3 ší-it-re-e 5 iš-ra-tim,109
Šaharbiya is the guarantor.,a-da-gal Ša-ha-ar-bi-a qá-ta-tum,32
"Perua bought these fields from Taya, Humadašu, Durmali, Balui and Kardinua.",ṭá-hu-ú iš-tí Ta-a-a Hu-ma-da-šu Dur-ma-li Ba-lu-i ú Kà-ar-dí-nu-a Pè-ru-a iš-a-am,82
"Let the man not go to the city council without your knowledge and keep the silver, so that I will not be distressed.",a-wi-lúm i-lá i-da-i-ku-nu a-lá-am e im-hu-ur-ma KÙ.BABBAR e iṣ-ba-at-ma li-bi4 e im-ra-aṣ,90
"<gap>it is in his document, <gap>if he does not want the silver and interest<gap>we said: <gap>keep it and do not open it with my seal.",<gap>-lá-<gap>-ku-nu-ma i-na tup-pí-šu-ma <gap>-ar-za KÙ.BABBAR ù ší-ba-sú <gap>-ra-am lá i-mu-a <gap>um-ma né-nu-ma <gap>-ta-na ša-áb-ta-ma <gap>ku-nu-ki-a lá i-pá-tá-ar,170
"Also, if anyone has departed with an express caravan, the attorney will travel and search the goods of the express caravan.",ù šu-ma ba-tí-qum ma-ma-an e-tí-iq ra-bi4-ṣú-um le-tí-iq-ma ú-nu-tám ša ba-tí-qí-im,83
"40 minas of refined copper the price of a donkey, due from Aššur-ṭāb. The donkey of Bēlānum he took when the lady had died for 15 minas of black copper.",40 ma-na URUDU ma-sí-am ší-im ANŠE i-li-bi4 A-šur-DÙG ANŠE ša Be-la1-nim i-nu-mì a-wi-il5-tum me-ta-at-ni a-na 15 ma-na URUDU ṣa-la-mì-im il5-qé-šu,147
<gap>169 textiles <gap>for 2 2/3 minas 2 shekels of silver were sold in the colony.,<gap>tí 1 me-at 69 TÚG.HI.A <gap>dí a-na 2 5/6 ma-na 2 GÍN <gap>kà-ri-im ta-ad-nu,81
"If someone who intends to cause him trouble seizes him, Qalālī shall allow him to withdraw. Before Kurub-Su'en, before Ennam-Aššur.",šu-ma mu-ra-pí-sú i-ṣa-ba-sú Qá-lá-li tù-šé-ṣa-šu IGI Kur-ub-Sú-en6 IGI En-nam-A-šur,84
"Charge everone his šaddu'utu-tax at a rate of 3 shekels of silver per mina. and make him pay the silver and let Kuliya personally¹ bring it here. If somebody protests, saying:",1 ma-na-um 3 GÍN KÙ.BABBAR ša-du-a-sú ṣa-áb-ta-ma KÙ.BABBAR ša-áš-qí-lá-šu-ma Ku-li-a i-pá-ni-šu-nu li-ni-iš-a-am šu-ma i-qá-be um-ma šu-ut-ma,142
